molecule_chembl_id,smiles,standard_type,standard_value,standard_units,assay_chembl_id,target_chembl_id,pIC50
CHEMBL322970,O=C1NC(=O)C(c2ccccc2[N+](=O)[O-])=C1Nc1ccc(O)c(Cl)c1,IC50,380.0,nM,CHEMBL686321,CHEMBL262,6.42021640338319
CHEMBL112564,CN(C)Cc1c(-c2n[nH]c(-c3ccncc3)n2)nnn1-c1nonc1N,IC50,6920.0,nM,CHEMBL686321,CHEMBL262,5.1598939055432425
CHEMBL321421,CCN(CC)Cc1c(C(=O)N/N=C/c2ccncc2)nnn1-c1nonc1N,IC50,410.0,nM,CHEMBL686321,CHEMBL262,6.3872161432802645
CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,160.0,nM,CHEMBL686321,CHEMBL262,6.795880017344075
CHEMBL114582,CC(C)CNCc1c(C(=O)NCc2ccncc2)nnn1-c1nonc1N,IC50,250000.0,nM,CHEMBL686321,CHEMBL262,3.6020599913279625
CHEMBL115875,NNC(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1,IC50,9600.0,nM,CHEMBL686321,CHEMBL262,5.017728766960431
CHEMBL113447,CN(CCc1ccncc1)C(=O)c1nnn(-c2nonc2N)c1CN1CCCCC1,IC50,250000.0,nM,CHEMBL686321,CHEMBL262,3.6020599913279625
CHEMBL325353,Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccncc2)c1CN1CCCCC1,IC50,100.0,nM,CHEMBL686321,CHEMBL262,7.0
CHEMBL113168,Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCCC1,IC50,1160.0,nM,CHEMBL686321,CHEMBL262,5.935542010773082
CHEMBL112483,Nc1nonc1-n1nnc(C(=O)NCc2ccncc2)c1CN1CCCCC1,IC50,9300.0,nM,CHEMBL686321,CHEMBL262,5.031517051446065
CHEMBL323944,Nc1nonc1-n1nnc(-c2n[nH]c(-c3ccncc3)n2)c1CN1CCCC1,IC50,240.0,nM,CHEMBL686321,CHEMBL262,6.619788758288394
CHEMBL113272,Nc1nonc1-n1nnc(C(=O)N/N=C/c2ccncc2)c1CN1CCCC1,IC50,100.0,nM,CHEMBL686321,CHEMBL262,7.0
CHEMBL112819,Nc1nonc1-n1nnc(C(=O)NCCc2ccncc2)c1CN1CCCC1,IC50,2100.0,nM,CHEMBL686321,CHEMBL262,5.6777807052660805
CHEMBL111895,CCN(CC)Cc1c(C(=O)NN)nnn1-c1nonc1N,IC50,17000.0,nM,CHEMBL686319,CHEMBL262,4.769551078621726
CHEMBL323012,CCN(CC)Cc1c(C(=O)NCCc2ccncc2)nnn1-c1nonc1N,IC50,11700.0,nM,CHEMBL686321,CHEMBL262,4.931814138253839
CHEMBL326705,Nc1nonc1-n1nnc(-c2n[nH]c(-c3ccncc3)n2)c1CN1CCCCC1,IC50,280.0,nM,CHEMBL686321,CHEMBL262,6.552841968657781
CHEMBL111298,COc1ccccc1C1=C(c2cn(CCCO)c3ncccc23)C(=O)NC1=O,IC50,4.0,nM,CHEMBL682323,CHEMBL262,8.397940008672037
CHEMBL326688,CN(C)CCCn1cc(C2=C(c3cccc4ccccc34)C(=O)NC2=O)c2cccnc21,IC50,140.0,nM,CHEMBL682323,CHEMBL262,6.853871964321762
CHEMBL325817,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1C(F)(F)F,IC50,14.0,nM,CHEMBL682323,CHEMBL262,7.853871964321762
CHEMBL326208,COc1ccccc1C1=C(c2cn(CCCNS(C)(=O)=O)c3ncccc23)C(=O)NC1=O,IC50,14.0,nM,CHEMBL682323,CHEMBL262,7.853871964321762
CHEMBL333829,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccs1,IC50,31.0,nM,CHEMBL682323,CHEMBL262,7.508638306165727
CHEMBL111005,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccc(F)cc1Cl,IC50,6.0,nM,CHEMBL682323,CHEMBL262,8.221848749616356
CHEMBL324268,COc1ccccc1C1=C(c2cn(CCCN)c3ncccc23)C(=O)NC1=O,IC50,37.0,nM,CHEMBL682323,CHEMBL262,7.431798275933005
CHEMBL110000,CCn1cc(C2=C(c3cn(CCCO)c4ncccc34)C(=O)NC2=O)c2cccnc21,IC50,65.0,nM,CHEMBL682323,CHEMBL262,7.187086643357144
CHEMBL109977,COc1ccccc1C1=C(c2cn(CCCNC=O)c3ncccc23)C(=O)NC1=O,IC50,8.0,nM,CHEMBL682323,CHEMBL262,8.096910013008056
CHEMBL109834,CN(C)CCCn1cc(C2=C(c3ccccc3Cl)C(=O)NC2=O)c2cccnc21,IC50,15.0,nM,CHEMBL682323,CHEMBL262,7.823908740944319
CHEMBL423323,COc1ccccc1C1=C(c2cn(CCCNS(N)(=O)=O)c3ncccc23)C(=O)NC1=O,IC50,20.0,nM,CHEMBL682323,CHEMBL262,7.698970004336019
CHEMBL111620,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ncc(C(F)(F)F)cc1Cl,IC50,26.0,nM,CHEMBL682323,CHEMBL262,7.585026652029182
CHEMBL326971,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccc1Cl,IC50,10.0,nM,CHEMBL682323,CHEMBL262,8.0
CHEMBL109944,COCCCn1cc(C2=C(c3ccccc3O)C(=O)NC2=O)c2cccnc21,IC50,45.0,nM,CHEMBL682323,CHEMBL262,7.346787486224656
CHEMBL450340,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1ccccn1,IC50,480.0,nM,CHEMBL682323,CHEMBL262,6.318758762624412
CHEMBL430694,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cccc2ccccc12,IC50,31.0,nM,CHEMBL682323,CHEMBL262,7.508638306165727
CHEMBL109981,COc1ccccc1C1=C(c2cn(CCCNC(=O)OC(C)(C)C)c3ncccc23)C(=O)NC1=O,IC50,7.0,nM,CHEMBL682323,CHEMBL262,8.154901959985743
CHEMBL303879,Cc1ccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)cc1,IC50,31622.78,nM,CHEMBL684359,CHEMBL262,4.499999953328896
CHEMBL302490,COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)n1,IC50,39.81,nM,CHEMBL684359,CHEMBL262,7.400007822415902
CHEMBL69757,COc1cccc(-n2ncc3c(N/N=C/c4cccc(F)c4)ncnc32)c1,IC50,7.943,nM,CHEMBL684359,CHEMBL262,8.100015437450608
CHEMBL304172,COc1cccc(-n2ncc3c(N/N=C/c4ccc(NC(C)=O)cc4)ncnc32)c1,IC50,12.59,nM,CHEMBL684359,CHEMBL262,7.899974269892137
CHEMBL306865,COc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,6.31,nM,CHEMBL684359,CHEMBL262,8.199970640755867
CHEMBL67374,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)NCCN(C)C)cc4)ncnc32)c1,IC50,15.85,nM,CHEMBL684359,CHEMBL262,7.79997073344623
CHEMBL66780,COc1cc(/C=N/Nc2nc(-c3ccccc3)nc3c2cnn3-c2ccccc2)ccc1O,IC50,10000.0,nM,CHEMBL684359,CHEMBL262,5.0
CHEMBL67241,CCCNc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,3981.07,nM,CHEMBL684359,CHEMBL262,5.40000018605658
CHEMBL410319,CCCC(=O)Nc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,630.96,nM,CHEMBL684359,CHEMBL262,6.199998172182031
CHEMBL65884,COc1cccc(-n2ncc3c(N/N=C/c4ccc(F)cc4)ncnc32)c1,IC50,7.943,nM,CHEMBL684359,CHEMBL262,8.100015437450608
CHEMBL67733,Cc1ccccc1-n1ncc2c(N/N=C/c3ccncc3)ncnc21,IC50,158.49,nM,CHEMBL684359,CHEMBL262,6.799998134593398
CHEMBL67855,COc1cccc(-n2ncc3c(N/N=C/c4ccccc4OC)ncnc32)c1,IC50,25118.86,nM,CHEMBL684359,CHEMBL262,4.600000074606178
CHEMBL294595,CCN(CC)c1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,IC50,2511.89,nM,CHEMBL684359,CHEMBL262,5.59999938302362
CHEMBL63915,COc1cccc(-n2ncc3c(N/N=C/c4ccc(CN(C)C)cc4)ncnc32)c1,IC50,5.012,nM,CHEMBL684359,CHEMBL262,8.299988937677888
CHEMBL66543,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C#N)cc4)ncnc32)c1,IC50,15.85,nM,CHEMBL684359,CHEMBL262,7.79997073344623
CHEMBL63414,COc1cccc(-n2nc(C(C)C)c3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,31.62,nM,CHEMBL684359,CHEMBL262,7.50003813440381
CHEMBL68944,O=[N+]([O-])c1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,31622.78,nM,CHEMBL684359,CHEMBL262,4.499999953328896
CHEMBL66900,CCc1nn(-c2cccc(OC)c2)c2ncnc(N/N=C/c3ccncc3)c12,IC50,12.59,nM,CHEMBL684359,CHEMBL262,7.899974269892137
CHEMBL308455,CCCc1nn(-c2cccc(OC)c2)c2ncnc(N/N=C/c3ccncc3)c12,IC50,10.0,nM,CHEMBL684359,CHEMBL262,8.0
CHEMBL63595,COc1ccccc1-n1ncc2c(N/N=C/c3ccncc3)ncnc21,IC50,2511.89,nM,CHEMBL684359,CHEMBL262,5.59999938302362
CHEMBL66292,COc1cccc(-n2ncc3c(N/N=C/c4ccc(S(C)(=O)=O)cc4)ncnc32)c1,IC50,2.512,nM,CHEMBL684359,CHEMBL262,8.599980364934842
CHEMBL309152,COc1cccc(-n2ncc3c(N/N=C/c4ccc(NC(=O)CCN(C)C)cc4)ncnc32)c1,IC50,5.012,nM,CHEMBL684359,CHEMBL262,8.299988937677888
CHEMBL308454,C(=N/Nc1ncnc2c1cnn2-c1ccncc1)\c1ccncc1,IC50,3.162,nM,CHEMBL684359,CHEMBL262,8.500038134403809
CHEMBL303433,COc1cccc(-n2ncc3c(N/N=C/c4ccc(NS(C)(=O)=O)cc4)ncnc32)c1,IC50,15.85,nM,CHEMBL684359,CHEMBL262,7.79997073344623
CHEMBL68063,COc1cc(/C=N/N(C)c2ncnc3c2cnn3-c2ccccc2)ccc1O,IC50,10000.0,nM,CHEMBL684359,CHEMBL262,5.0
CHEMBL63728,COc1cc(/C=N/Nc2ncnc3c2cnn3C(C)C)ccc1O,IC50,2511.89,nM,CHEMBL684359,CHEMBL262,5.59999938302362
CHEMBL65945,COc1cc(/C=N/Nc2ncnc3c2cnn3Cc2ccccc2)ccc1O,IC50,10000.0,nM,CHEMBL684359,CHEMBL262,5.0
CHEMBL63348,C=CCOc1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,IC50,158.49,nM,CHEMBL684359,CHEMBL262,6.799998134593398
CHEMBL66003,COc1cc(/C=N/Nc2nc(Cl)nc3c2cnn3-c2ccccc2)ccc1O,IC50,10000.0,nM,CHEMBL684359,CHEMBL262,5.0
CHEMBL294592,Cc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,158.49,nM,CHEMBL684359,CHEMBL262,6.799998134593398
CHEMBL68242,COc1ccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)cc1,IC50,1000.0,nM,CHEMBL684359,CHEMBL262,6.0
CHEMBL66510,CCOc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,100.0,nM,CHEMBL684359,CHEMBL262,7.0
CHEMBL307311,COc1cccc(-n2ncc3c(N/N=C/c4ccccc4F)ncnc32)c1,IC50,125.89,nM,CHEMBL684359,CHEMBL262,6.900008766455316
CHEMBL291425,CC(=O)Nc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,158.49,nM,CHEMBL684359,CHEMBL262,6.799998134593398
CHEMBL67310,Brc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,251.19,nM,CHEMBL684359,CHEMBL262,6.599997654072044
CHEMBL65538,COc1cccc(-n2ncc3c(N/N=C/c4ccc(-c5ccccc5)cc4)ncnc32)c1,IC50,31622.78,nM,CHEMBL684359,CHEMBL262,4.499999953328896
CHEMBL302048,COc1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,IC50,31.62,nM,CHEMBL684359,CHEMBL262,7.50003813440381
CHEMBL68450,COc1cccc(-n2nc(C)c3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,10.0,nM,CHEMBL684359,CHEMBL262,8.0
CHEMBL63727,C(=N/Nc1ncnc2c1cnn2-c1ccccc1)\c1ccncc1,IC50,100.0,nM,CHEMBL684359,CHEMBL262,7.0
CHEMBL69588,COc1cccc(-n2ncc3c(N/N=C/c4cccc(N)c4)ncnc32)c1,IC50,10.0,nM,CHEMBL684359,CHEMBL262,8.0
CHEMBL67799,COc1cccc(-n2ncc3c(N/N=C/c4ccc(F)c(F)c4)ncnc32)c1,IC50,15.85,nM,CHEMBL684359,CHEMBL262,7.79997073344623
CHEMBL303321,COc1cccc(-n2ncc3c(N/N=C/c4ccc(OCCN(C)C)cc4)ncnc32)c1,IC50,6.31,nM,CHEMBL684359,CHEMBL262,8.199970640755867
CHEMBL68397,C(=N/Nc1ncnc2c1cnn2-c1nccs1)\c1ccncc1,IC50,39.81,nM,CHEMBL684359,CHEMBL262,7.400007822415902
CHEMBL69526,C(=N/Nc1ncnc2c1cnn2-c1cccc(NCC2CC2)c1)\c1ccncc1,IC50,1995.26,nM,CHEMBL684359,CHEMBL262,5.700000503883016
CHEMBL308430,COc1cccc(-n2ncc3c(N/N=C/c4ccc(O)cc4)ncnc32)c1,IC50,12.59,nM,CHEMBL684359,CHEMBL262,7.899974269892137
CHEMBL66004,COc1cc(/C=N/Nc2ncnc3[nH]ncc23)ccc1O,IC50,3162.28,nM,CHEMBL684359,CHEMBL262,5.499999678657065
CHEMBL66910,C(=N/Nc1ncnc2c1cnn2-c1cccnc1)\c1ccncc1,IC50,31.62,nM,CHEMBL684359,CHEMBL262,7.50003813440381
CHEMBL66791,CCNCc1ccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)cc1,IC50,3.981,nM,CHEMBL684359,CHEMBL262,8.400007822415901
CHEMBL418690,COc1cccc(-n2ncc3c(N/N=C/c4ccc(S(=O)(=O)NCCN(C)C)cc4)ncnc32)c1,IC50,10.0,nM,CHEMBL684359,CHEMBL262,8.0
CHEMBL442363,COc1cccc(-n2nc(C)c3c(N/N=C(\C)c4ccncc4)ncnc32)c1,IC50,6309.57,nM,CHEMBL684359,CHEMBL262,5.200000237109354
CHEMBL66170,COc1cccc(-n2ncc3c(N/N=C/c4ccccc4)ncnc32)c1,IC50,10.0,nM,CHEMBL684359,CHEMBL262,8.0
CHEMBL65988,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)O)cc4)ncnc32)c1,IC50,31.62,nM,CHEMBL684359,CHEMBL262,7.50003813440381
CHEMBL293191,COc1cccc(-n2ncc3c(N/N=C/c4ccc(OCc5ccc(F)cc5)cc4)ncnc32)c1,IC50,2511.89,nM,CHEMBL684359,CHEMBL262,5.59999938302362
CHEMBL303687,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C)cc4)ncnc32)c1,IC50,31622.78,nM,CHEMBL684359,CHEMBL262,4.499999953328896
CHEMBL63803,COc1cc(/C=N/Nc2ncnc3c2cnn3-c2ccccc2)ccc1O,IC50,100.0,nM,CHEMBL684359,CHEMBL262,7.0
CHEMBL306692,FC(F)(F)Oc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,316.23,nM,CHEMBL684359,CHEMBL262,6.499996931948306
CHEMBL66453,COc1cccc(-n2ncc3c(N/N=C/c4cccc(S(C)(=O)=O)c4)ncnc32)c1,IC50,3.981,nM,CHEMBL684359,CHEMBL262,8.400007822415901
CHEMBL304339,C(=N/Nc1ncnc2c1cnn2-c1ccccn1)\c1ccncc1,IC50,1258.93,nM,CHEMBL684359,CHEMBL262,5.899998417198648
CHEMBL65987,COc1cccc(-n2ncc3c(N/N=C/c4ccc(C(=O)NCCS(C)(=O)=O)cc4)ncnc32)c1,IC50,7.943,nM,CHEMBL684359,CHEMBL262,8.100015437450608
CHEMBL302969,COc1cccc(-n2ncc3c(N/N=C(\C)c4ccncc4)ncnc32)c1,IC50,63.1,nM,CHEMBL684359,CHEMBL262,7.199970640755866
CHEMBL67562,Fc1cccc(-n2ncc3c(N/N=C/c4ccncc4)ncnc32)c1,IC50,316.23,nM,CHEMBL684359,CHEMBL262,6.499996931948306
CHEMBL305477,COc1cccc(/C=N/Nc2ncnc3c2cnn3-c2cccc(OC)c2)c1,IC50,25.12,nM,CHEMBL684359,CHEMBL262,7.599980364934842
CHEMBL303630,COc1cccc(-n2ncc3c(N/N=C/c4ccc(N)cc4)ncnc32)c1,IC50,2.512,nM,CHEMBL684359,CHEMBL262,8.599980364934842
CHEMBL308293,CCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,IC50,400.0,nM,CHEMBL684977,CHEMBL262,6.3979400086720375
CHEMBL76741,CCCCCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,IC50,10000.0,nM,CHEMBL684977,CHEMBL262,5.0
CHEMBL77264,COc1ccc(-c2[nH]c3nccnc3c2C)cc1,IC50,460.0,nM,CHEMBL684977,CHEMBL262,6.337242168318426
CHEMBL75680,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,IC50,650.0,nM,CHEMBL684977,CHEMBL262,6.187086643357144
CHEMBL307941,Clc1ccc(C2(c3cc4[nH]ccnc-4n3)CC2)cc1,IC50,1000.0,nM,CHEMBL684977,CHEMBL262,6.0
CHEMBL305627,c1coc(-c2cc3[nH]ccnc-3n2)c1,IC50,15000.0,nM,CHEMBL684977,CHEMBL262,4.823908740944319
CHEMBL310036,Clc1ccc(-c2[nH]c3nccnc3c2Cc2ccccc2)cc1,IC50,6800.0,nM,CHEMBL684977,CHEMBL262,5.167491087293763
CHEMBL77267,c1c[nH]c2cc(-c3ccc(C4OCCO4)cc3)nc-2n1,IC50,20000.0,nM,CHEMBL684977,CHEMBL262,4.698970004336019
CHEMBL76942,COc1ccc(-c2[nH]c3nccnc3c2CCCCl)cc1,IC50,2500.0,nM,CHEMBL684977,CHEMBL262,5.6020599913279625
CHEMBL76740,COc1ccc(-c2[nH]c3nccnc3c2CC2CC2)cc1,IC50,1100.0,nM,CHEMBL684977,CHEMBL262,5.958607314841775
CHEMBL77584,Oc1ccccc1-c1cc2[nH]ccnc-2n1,IC50,6500.0,nM,CHEMBL684977,CHEMBL262,5.187086643357144
CHEMBL80785,Oc1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,1200.0,nM,CHEMBL684977,CHEMBL262,5.920818753952375
CHEMBL77416,c1ccc(-c2cc3[nH]ccnc-3n2)nc1,IC50,15000.0,nM,CHEMBL684977,CHEMBL262,4.823908740944319
CHEMBL77066,COc1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,1100.0,nM,CHEMBL684977,CHEMBL262,5.958607314841775
CHEMBL77002,COc1cc(OC)cc(-c2cc3[nH]ccnc-3n2)c1,IC50,60000.0,nM,CHEMBL684977,CHEMBL262,4.221848749616356
CHEMBL76941,C=CCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,IC50,600.0,nM,CHEMBL684977,CHEMBL262,6.221848749616356
CHEMBL306498,CCCCc1c(-c2ccc(OC)cc2)[nH]c2nccnc12,IC50,920.0,nM,CHEMBL684977,CHEMBL262,6.036212172654444
CHEMBL77540,Cc1c(-c2ccc(OS(=O)(=O)N(C)C)cc2)[nH]c2nccnc12,IC50,500.0,nM,CHEMBL684977,CHEMBL262,6.301029995663981
CHEMBL305901,c1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,2300.0,nM,CHEMBL684977,CHEMBL262,5.638272163982407
CHEMBL77469,c1ccc(Cc2c(-c3ccccc3)[nH]c3nccnc23)cc1,IC50,1000.0,nM,CHEMBL684977,CHEMBL262,6.0
CHEMBL76660,Clc1cc(Cl)cc(-c2cc3[nH]ccnc-3n2)c1,IC50,100000.0,nM,CHEMBL684977,CHEMBL262,4.0
CHEMBL77210,FC(F)(F)c1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,7200.0,nM,CHEMBL684977,CHEMBL262,5.142667503568732
CHEMBL306263,Fc1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,1900.0,nM,CHEMBL684977,CHEMBL262,5.721246399047171
CHEMBL312065,COc1cc(-c2cc3[nH]ccnc-3n2)cc(OC)c1OC,IC50,85000.0,nM,CHEMBL684977,CHEMBL262,4.070581074285707
CHEMBL77095,CCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12,IC50,1800.0,nM,CHEMBL684977,CHEMBL262,5.7447274948966935
CHEMBL74015,c1csc(-c2cc3[nH]ccnc-3n2)c1,IC50,1200.0,nM,CHEMBL684977,CHEMBL262,5.920818753952375
CHEMBL78264,c1ccc2c(-c3cc4[nH]ccnc-4n3)cccc2c1,IC50,27000.0,nM,CHEMBL684977,CHEMBL262,4.568636235841013
CHEMBL419273,COc1ccc(-c2[nH]c3nccnc3c2C)cc1OC,IC50,2000.0,nM,CHEMBL684977,CHEMBL262,5.698970004336019
CHEMBL311935,Cc1c[nH]c2cc(-c3ccccc3)nc-2n1,IC50,100000.0,nM,CHEMBL684977,CHEMBL262,4.0
CHEMBL77697,N#Cc1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,4800.0,nM,CHEMBL684977,CHEMBL262,5.318758762624412
CHEMBL77217,CC(C)c1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,IC50,750.0,nM,CHEMBL684977,CHEMBL262,6.1249387366083
CHEMBL76427,Cc1c(C2(c3ccc(Cl)cc3)CC2)[nH]c2nccnc12,IC50,18000.0,nM,CHEMBL684977,CHEMBL262,4.7447274948966935
CHEMBL306347,Clc1ccc(-c2[nH]c3nccnc3c2CC2CCCCC2)cc1,IC50,8000.0,nM,CHEMBL684977,CHEMBL262,5.096910013008056
CHEMBL306355,CCCCc1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,IC50,5900.0,nM,CHEMBL684977,CHEMBL262,5.229147988357856
CHEMBL78165,Cc1c(-c2ccc(Cl)cc2)[nH]c2nccnc12,IC50,1700.0,nM,CHEMBL684977,CHEMBL262,5.769551078621726
CHEMBL74133,Oc1ccc(-c2[nH]c3nccnc3c2CC2CC2)cc1,IC50,3000.0,nM,CHEMBL684977,CHEMBL262,5.522878745280337
CHEMBL80644,COc1cccc(-c2cc3[nH]ccnc-3n2)c1,IC50,3200.0,nM,CHEMBL684977,CHEMBL262,5.494850021680094
CHEMBL77458,CN(C)c1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,12000.0,nM,CHEMBL684977,CHEMBL262,4.920818753952375
CHEMBL78232,Cn1c(-c2ccccc2)cc2nccnc21,IC50,100000.0,nM,CHEMBL684977,CHEMBL262,4.0
CHEMBL77947,COc1ccc(-c2[nH]c3nccnc3c2CC2CCCCC2)cc1,IC50,6800.0,nM,CHEMBL684977,CHEMBL262,5.167491087293763
CHEMBL307943,Cc1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,2600.0,nM,CHEMBL684977,CHEMBL262,5.585026652029182
CHEMBL77590,COc1ccccc1-c1cc2[nH]ccnc-2n1,IC50,3300.0,nM,CHEMBL684977,CHEMBL262,5.481486060122113
CHEMBL309347,COc1ccc(-c2[nH]c3nccnc3c2C(C)C)cc1,IC50,500.0,nM,CHEMBL684977,CHEMBL262,6.301029995663981
CHEMBL77641,Cc1c(-c2ccc(O)cc2)[nH]c2nccnc12,IC50,520.0,nM,CHEMBL684977,CHEMBL262,6.2839966563652006
CHEMBL307392,c1ccc(-c2cc3[nH]c4ccccc4nc-3n2)cc1,IC50,100000.0,nM,CHEMBL684977,CHEMBL262,4.0
CHEMBL76559,c1c[nH]c2cc(-c3ccsc3)nc-2n1,IC50,800.0,nM,CHEMBL684977,CHEMBL262,6.096910013008056
CHEMBL77211,Brc1ccc(-c2cc3[nH]ccnc-3n2)cc1,IC50,6000.0,nM,CHEMBL684977,CHEMBL262,5.221848749616356
CHEMBL37811,Fc1cccc(CSc2nnc(-c3ccncc3)o2)c1,IC50,1400.0,nM,CHEMBL683002,CHEMBL262,5.853871964321762
CHEMBL37342,O=C(Cc1ccc(CSc2nnc(-c3ccncc3)o2)cc1)NCCc1ccccc1F,IC50,1200.0,nM,CHEMBL683002,CHEMBL262,5.920818753952375
CHEMBL416975,O=C(O)Cc1ccc(CSc2nnc(-c3ccncc3)o2)cc1,IC50,8000.0,nM,CHEMBL683002,CHEMBL262,5.096910013008056
CHEMBL40439,c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,IC50,6700.0,nM,CHEMBL683002,CHEMBL262,5.173925197299174
CHEMBL40842,O=C(O)Cc1ccc(CSc2n[nH]c(-c3ccncc3)n2)cc1,IC50,250000.0,nM,CHEMBL683002,CHEMBL262,3.6020599913279625
CHEMBL39357,O=C(O)Cc1ccc(CSc2nnc(-c3ccccn3)s2)cc1,IC50,250000.0,nM,CHEMBL683002,CHEMBL262,3.6020599913279625
CHEMBL288588,O=C(O)c1cccc(CSc2nnc(-c3ccncc3)o2)c1,IC50,235000.0,nM,CHEMBL683002,CHEMBL262,3.6289321377282637
CHEMBL37826,Cc1nc(-c2cccc(CSc3nnc(-c4ccncc4)o3)c2)no1,IC50,250000.0,nM,CHEMBL683002,CHEMBL262,3.6020599913279625
CHEMBL290436,O=C(O)c1ccc(CSc2nnc(-c3ccncc3)o2)cc1,IC50,29000.0,nM,CHEMBL683002,CHEMBL262,4.5376020021010435
CHEMBL288064,Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1,IC50,390.0,nM,CHEMBL683002,CHEMBL262,6.4089353929735005
CHEMBL40022,c1ccc(CCSc2nnc(-c3ccncc3)o2)cc1,IC50,29000.0,nM,CHEMBL683002,CHEMBL262,4.5376020021010435
CHEMBL40004,Clc1ccccc1CSc1nnc(-c2ccncc2)o1,IC50,12000.0,nM,CHEMBL683002,CHEMBL262,4.920818753952375
CHEMBL290211,O=C(O)Cc1ccc(CSc2nnc(-c3ccncc3)s2)cc1,IC50,11000.0,nM,CHEMBL683002,CHEMBL262,4.958607314841775
CHEMBL40021,Clc1cccc(CSc2nnc(-c3ccncc3)o2)c1,IC50,820.0,nM,CHEMBL683002,CHEMBL262,6.086186147616283
CHEMBL37652,Ic1ccc(CSc2nnc(-c3ccncc3)o2)cc1,IC50,198000.0,nM,CHEMBL683002,CHEMBL262,3.703334809738469
CHEMBL37689,COC(=O)c1cccc(CSc2nnc(-c3ccncc3)o2)c1,IC50,1100.0,nM,CHEMBL683002,CHEMBL262,5.958607314841775
CHEMBL39803,O=C(O)Cc1ccc(CSc2nnc(-c3cccnc3)s2)cc1,IC50,250000.0,nM,CHEMBL683002,CHEMBL262,3.6020599913279625
CHEMBL99779,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ccccc2N1Cc1ccccc1,IC50,10000.0,nM,CHEMBL684976,CHEMBL262,5.0
CHEMBL121543,O=C1Cc2c([nH]c3ccc(C(F)(F)F)cc23)-c2cc(CC#CO)ccc2N1,IC50,199.99,nM,CHEMBL684976,CHEMBL262,6.698991719603
